,subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,calibration,id,duration_s,,,,,,,,,,,
2543,91,test,emotion_eng,troubled,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.33,393,11,33.34,164195,a,390,word1,1
2543,119,test,neutral_eng,anchor,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.33,385,11,33.35,165354,a,382,word1,1
2543,121,test,neutral_eng,beam,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.33,356,10,33.34,166492,a,354,word1,1
2543,86,test,emotion_eng,fear,green,word,nsg:3,a l,l,800,1700,random,1,,800,24,33.31,527,15,33.37,167795,l,523,word1,1
2543,33,test,emotion_fr,jalousie,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.33,665,19,33.34,169234,a,662,word1,1
2543,85,test,emotion_eng,panic,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.33,1003,30,33.34,171005,a,1000,word1,1
2543,84,test,emotion_eng,afraid,green,word,nsg:3,a l,l,800,1700,random,1,,800,24,33.33,651,19,33.33,172452,l,648,word1,1
2543,90,test,emotion_eng,mad,green,word,nsg:3,a l,l,800,1700,random,1,,800,24,33.33,623,18,33.33,173858,l,620,word1,1
2543,87,test,emotion_eng,angry,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.33,564,16,33.33,175199,a,561,word1,1
2543,63,test,neutral_fr,cabine,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.34,439,13,33.32,176408,a,437,word1,1
2543,32,test,emotion_fr,anxiété,green,word,nsg:3,a l,l,800,1700,random,1,,800,24,33.33,659,19,33.34,177861,l,657,word1,1
2543,65,test,neutral_fr,moteur,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.33,456,13,33.34,179091,a,453,word1,1
2543,89,test,emotion_eng,depressed,blue,word,nsg:3,a l,a,800,1700,random,1,,800,24,33.33,454,13,33.33,180322,a,451,word1,1
