,subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,calibration,id,duration_s,,,,,,,,,,,
2654,126,test,neutral_fr,poupe,green,word,nsg:2,a l,l,800,1700,random,1,,796,48,16.58,408,24,16.59,230749,l,406,word1,1
2654,93,test,emotion_fr,chagrin,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.57,611,36,16.59,232146,a,604,word1,1
2654,94,test,emotion_fr,contrarié,green,word,nsg:2,a l,l,800,1700,random,1,,795,48,16.57,413,24,16.59,233340,l,409,word1,1
2654,54,test,neutral_eng,floor,green,word,nsg:2,a l,l,800,1700,random,1,,796,48,16.58,479,28,16.59,234600,l,474,word1,1
2654,129,test,neutral_fr,moteur,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.58,425,25,16.58,235806,a,422,word1,1
2654,27,test,emotion_eng,troubled,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.57,453,27,16.59,237044,a,447,word1,1
2654,99,test,emotion_fr,effrayé,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.58,324,19,16.58,238159,a,320,word1,1
2654,20,test,emotion_eng,afraid,green,word,nsg:2,a l,l,800,1700,random,1,,796,48,16.58,488,29,16.58,239434,l,486,word1,1
2654,57,test,neutral_eng,beam,blue,word,nsg:2,a l,a,800,1700,random,1,,798,48,16.62,469,28,16.52,240693,a,464,word1,1
2654,95,test,emotion_fr,avidité,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.58,368,22,16.57,241850,a,363,word1,1
2654,21,test,emotion_eng,panic,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.58,368,22,16.59,243010,a,365,word1,1
2654,130,test,neutral_fr,siège,green,word,nsg:2,a l,l,800,1700,random,1,,796,48,16.58,447,26,16.57,244250,l,437,word1,1
2654,59,test,neutral_eng,rope,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.58,451,27,16.58,245481,a,449,word1,1
2654,22,test,emotion_eng,fear,green,word,nsg:2,a l,l,800,1700,random,1,,796,48,16.57,388,23,16.6,246662,a,382,word1,0
2654,127,test,neutral_fr,cabine,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.57,657,39,16.58,248108,a,652,word1,1
2654,97,test,emotion_fr,jalousie,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.58,593,35,16.58,249486,a,585,word1,1
2654,96,test,emotion_fr,anxiété,green,word,nsg:2,a l,l,800,1700,random,1,,796,48,16.58,525,31,16.58,250795,l,520,word1,1
2654,131,test,neutral_fr,pont,blue,word,nsg:2,a l,a,800,1700,random,1,,796,48,16.58,470,28,16.58,252049,a,464,word1,1
2654,128,test,neutral_fr,quille,green,word,nsg:2,a l,l,800,1700,random,1,,796,48,16.58,515,30,16.58,253354,l,506,word1,1
