,subjectGroup,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,calibration,id,duration_s,,,,,,,,,,,
1678,41,test,emotion_fr,déprimé,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,395,47,8.33,231557,a,390,word1,1
1678,43,test,emotion_fr,tourmenté,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,412,49,8.33,232766,a,409,word1,1
1678,111,test,neutral_eng,cabin,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,421,50,8.33,233983,a,417,word1,1
1678,82,test,emotion_eng,lonely,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,409,49,8.33,235188,a,405,word1,0
1678,75,test,neutral_fr,corde,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,721,86,8.33,236708,a,717,word1,1
1678,115,test,neutral_eng,deck,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,481,57,8.33,237985,a,478,word1,1
1678,42,test,emotion_fr,furieux,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,570,68,8.33,239349,l,567,word1,1
1678,74,test,neutral_fr,bâbord,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,407,48,8.33,240553,l,403,word1,1
1678,114,test,neutral_eng,seat,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,449,53,8.33,241794,l,445,word1,1
1678,113,test,neutral_eng,motor,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,480,57,8.33,243067,a,476,word1,1
1678,68,test,neutral_fr,conducteur,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,507,60,8.33,244369,l,503,word1,1
1678,109,test,neutral_eng,boom,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,482,57,8.32,245644,a,478,word1,1
1678,72,test,neutral_fr,pagaie,green,word,nsg:4,a l,l,800,1700,random,1,,801,96,8.34,606,72,8.33,247043,l,603,word1,1
1678,70,test,neutral_fr,plancher,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,556,66,8.33,248393,l,553,word1,1
1678,38,test,emotion_fr,peur,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,428,51,8.34,249614,l,425,word1,1
1678,81,test,emotion_eng,jealousy,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,514,61,8.33,250926,a,509,word1,1
1678,80,test,emotion_eng,anxiety,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,454,54,8.34,252174,l,450,word1,1
1678,110,test,neutral_eng,stern,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,436,52,8.33,253406,l,432,word1,1
1678,69,test,neutral_fr,hélice,blue,word,nsg:4,a l,a,800,1700,random,1,,800,96,8.33,422,50,8.33,254626,a,419,word1,1
1678,36,test,emotion_fr,craintif,green,word,nsg:4,a l,l,800,1700,random,1,,800,96,8.33,435,52,8.33,255855,l,431,word1,1
